date,a
1/1/2014 13:01:41,1.0370000e+000
1/1/2014 13:01:43,1.0310000e+000
1/1/2014 13:01:44,1.0250000e+000
1/1/2014 13:01:45,1.0220000e+000
1/1/2014 13:01:46,1.0310000e+000
1/1/2014 13:01:47,1.0160000e+000
1/1/2014 13:01:48,1.0310000e+000
1/1/2014 13:01:49,1.0220000e+000
1/1/2014 13:01:50,1.0250000e+000
1/1/2014 13:01:51,1.0160000e+000
1/1/2014 13:01:52,1.0160000e+000
1/1/2014 13:01:53,1.0120000e+000
1/1/2014 13:01:54,1.0470000e+000
1/1/2014 13:01:55,1.0470000e+000
1/1/2014 13:01:56,1.0620000e+000
1/1/2014 13:01:57,1.0620000e+000
1/1/2014 13:01:58,1.0560000e+000
1/1/2014 13:01:59,1.0250000e+000
1/1/2014 13:02:00,1.0250000e+000
1/1/2014 13:02:01,1.0000000e+000
1/1/2014 13:02:02,9.8800000e-001
1/1/2014 13:02:03,9.8800000e-001
1/1/2014 13:02:04,9.9700000e-001
1/1/2014 13:02:05,9.7500000e-001
1/1/2014 13:02:06,9.7200000e-001
1/1/2014 13:02:07,9.8800000e-001
1/1/2014 13:02:08,9.8800000e-001
1/1/2014 13:02:09,9.8100000e-001
1/1/2014 13:02:10,9.8800000e-001
1/1/2014 13:02:11,9.8100000e-001
1/1/2014 13:02:12,9.4700000e-001
1/1/2014 13:02:13,9.2500000e-001
1/1/2014 13:02:14,6.4600000e-001
1/1/2014 13:02:15,3.0400000e-001
1/1/2014 13:02:16,-1.5500000e-001
1/1/2014 13:02:17,1.2000000e-002
1/1/2014 13:02:18,5.8100000e-001
1/1/2014 13:02:19,9.4100000e-001
1/1/2014 13:02:20,1.0470000e+000
1/1/2014 13:02:21,1.1020000e+000
1/1/2014 13:02:22,1.1150000e+000
1/1/2014 13:02:23,1.1430000e+000
1/1/2014 13:02:24,1.1460000e+000
1/1/2014 13:02:25,1.1710000e+000
1/1/2014 13:02:26,1.1680000e+000
1/1/2014 13:02:27,1.1770000e+000
1/1/2014 13:02:28,1.1770000e+000
1/1/2014 13:02:29,1.1860000e+000
1/1/2014 13:02:30,1.1860000e+000
1/1/2014 13:02:31,1.1960000e+000
1/1/2014 13:02:32,1.2020000e+000
1/1/2014 13:02:33,1.2200000e+000
1/1/2014 13:02:34,1.2330000e+000
1/1/2014 13:02:35,1.2610000e+000
1/1/2014 13:02:36,1.2860000e+000
1/1/2014 13:02:37,1.3230000e+000
1/1/2014 13:02:38,1.3510000e+000
1/1/2014 13:02:39,1.3630000e+000
1/1/2014 13:02:40,1.3660000e+000
1/1/2014 13:02:41,1.3320000e+000
1/1/2014 13:02:42,1.2980000e+000
1/1/2014 13:02:43,1.2580000e+000
1/1/2014 13:02:44,1.2110000e+000
1/1/2014 13:02:45,1.1680000e+000
1/1/2014 13:02:46,1.1370000e+000
1/1/2014 13:02:47,1.0960000e+000
1/1/2014 13:02:48,1.0810000e+000
1/1/2014 13:02:49,1.0560000e+000
1/1/2014 13:02:50,1.0560000e+000
1/1/2014 13:02:51,1.0370000e+000
1/1/2014 13:02:52,1.0400000e+000
1/1/2014 13:02:53,1.0310000e+000
1/1/2014 13:02:54,1.0370000e+000
1/1/2014 13:02:55,1.0160000e+000
1/1/2014 13:02:56,1.0220000e+000
1/1/2014 13:02:57,1.0120000e+000
1/1/2014 13:02:58,1.0120000e+000
1/1/2014 13:02:59,1.0060000e+000
1/1/2014 13:03:00,1.0000000e+000
1/1/2014 13:03:01,1.0120000e+000
1/1/2014 13:03:02,1.0370000e+000
1/1/2014 13:03:03,1.0400000e+000
1/1/2014 13:03:04,1.0560000e+000
1/1/2014 13:03:05,1.0620000e+000
1/1/2014 13:03:06,1.0470000e+000
1/1/2014 13:03:07,1.0310000e+000
1/1/2014 13:03:08,9.9700000e-001
1/1/2014 13:03:09,9.5000000e-001
1/1/2014 13:03:10,8.5700000e-001
1/1/2014 13:03:11,7.8600000e-001
1/1/2014 13:03:12,7.5200000e-001
1/1/2014 13:03:13,8.2900000e-001
1/1/2014 13:03:14,1.0500000e+000
1/1/2014 13:03:15,1.4160000e+000
1/1/2014 13:03:16,1.6740000e+000
1/1/2014 13:03:17,1.8630000e+000
1/1/2014 13:03:18,1.9630000e+000
1/1/2014 13:03:19,1.8390000e+000
1/1/2014 13:03:20,1.5470000e+000
1/1/2014 13:03:21,1.3010000e+000
1/1/2014 13:03:22,1.0250000e+000
1/1/2014 13:03:23,9.2200000e-001
1/1/2014 13:03:24,8.9100000e-001
1/1/2014 13:03:25,8.7000000e-001
1/1/2014 13:03:26,8.5700000e-001
1/1/2014 13:03:27,8.4500000e-001
1/1/2014 13:03:28,8.5100000e-001
1/1/2014 13:03:29,8.4500000e-001
1/1/2014 13:03:30,8.5700000e-001
1/1/2014 13:03:31,8.4500000e-001
1/1/2014 13:03:32,8.5700000e-001
1/1/2014 13:03:33,8.4500000e-001
1/1/2014 13:03:34,8.4200000e-001
1/1/2014 13:03:35,8.1700000e-001
1/1/2014 13:03:36,7.9500000e-001
1/1/2014 13:03:37,7.6100000e-001
1/1/2014 13:03:38,7.3900000e-001
1/1/2014 13:03:39,7.0500000e-001
1/1/2014 13:03:40,6.8900000e-001
1/1/2014 13:03:41,6.8000000e-001
1/1/2014 13:03:42,7.0500000e-001
1/1/2014 13:03:43,7.3000000e-001
1/1/2014 13:03:44,7.8000000e-001
1/1/2014 13:03:45,8.2000000e-001
1/1/2014 13:03:46,8.7000000e-001
1/1/2014 13:03:47,9.1000000e-001
1/1/2014 13:03:48,9.6000000e-001
1/1/2014 13:03:49,9.8800000e-001
1/1/2014 13:03:50,1.0120000e+000
1/1/2014 13:03:51,1.0250000e+000
1/1/2014 13:03:52,1.0470000e+000
1/1/2014 13:03:53,1.0560000e+000
1/1/2014 13:03:54,1.0500000e+000
1/1/2014 13:03:55,1.0650000e+000
1/1/2014 13:03:56,1.0620000e+000
1/1/2014 13:03:57,1.0710000e+000
1/1/2014 13:03:58,1.0650000e+000
1/1/2014 13:03:59,1.0710000e+000
1/1/2014 13:04:00,1.0620000e+000
1/1/2014 13:04:01,1.0650000e+000
1/1/2014 13:04:02,1.0620000e+000
1/1/2014 13:04:03,1.0650000e+000
1/1/2014 13:04:04,1.0560000e+000
1/1/2014 13:04:05,1.0620000e+000
1/1/2014 13:04:06,1.0470000e+000
1/1/2014 13:04:07,1.0620000e+000
1/1/2014 13:04:08,1.0470000e+000
1/1/2014 13:04:09,1.0780000e+000
1/1/2014 13:04:10,1.0810000e+000
1/1/2014 13:04:11,1.1020000e+000
1/1/2014 13:04:12,1.1120000e+000
1/1/2014 13:04:13,1.1060000e+000
1/1/2014 13:04:14,1.0810000e+000
1/1/2014 13:04:15,1.0810000e+000
1/1/2014 13:04:16,1.0650000e+000
1/1/2014 13:04:17,1.0470000e+000
1/1/2014 13:04:18,1.0370000e+000
1/1/2014 13:04:19,1.0370000e+000
1/1/2014 13:04:20,1.0470000e+000
1/1/2014 13:04:21,1.0250000e+000
1/1/2014 13:04:22,1.0310000e+000
1/1/2014 13:04:23,1.0250000e+000
1/1/2014 13:04:24,1.0310000e+000
1/1/2014 13:04:25,1.0160000e+000
1/1/2014 13:04:26,1.0310000e+000
1/1/2014 13:04:27,1.0120000e+000
1/1/2014 13:04:28,9.7500000e-001
1/1/2014 13:04:29,8.5700000e-001
1/1/2014 13:04:30,5.2500000e-001
1/1/2014 13:04:31,1.0900000e-001
1/1/2014 13:04:32,-1.2700000e-001
1/1/2014 13:04:33,2.4500000e-001
1/1/2014 13:04:34,7.9500000e-001
1/1/2014 13:04:35,1.0310000e+000
1/1/2014 13:04:36,1.1210000e+000
1/1/2014 13:04:37,1.1520000e+000
1/1/2014 13:04:38,1.1770000e+000
1/1/2014 13:04:39,1.1860000e+000
1/1/2014 13:04:40,1.1960000e+000
1/1/2014 13:04:41,1.2020000e+000
1/1/2014 13:04:42,1.2110000e+000
1/1/2014 13:04:43,1.2200000e+000
1/1/2014 13:04:44,1.2110000e+000
1/1/2014 13:04:45,1.2200000e+000
1/1/2014 13:04:46,1.2200000e+000
1/1/2014 13:04:47,1.2330000e+000
1/1/2014 13:04:48,1.2360000e+000
1/1/2014 13:04:49,1.2580000e+000
1/1/2014 13:04:50,1.2700000e+000
1/1/2014 13:04:51,1.3070000e+000
1/1/2014 13:04:52,1.3260000e+000
1/1/2014 13:04:53,1.3660000e+000
1/1/2014 13:04:54,1.3880000e+000
1/1/2014 13:04:55,1.4010000e+000
1/1/2014 13:04:56,1.3820000e+000
1/1/2014 13:04:57,1.3660000e+000
1/1/2014 13:04:58,1.3230000e+000
1/1/2014 13:04:59,1.2860000e+000
1/1/2014 13:05:00,1.2360000e+000
1/1/2014 13:05:01,1.1960000e+000
1/1/2014 13:05:02,1.1460000e+000
1/1/2014 13:05:04,1.1150000e+000
1/1/2014 13:05:05,1.0870000e+000
1/1/2014 13:05:06,1.0780000e+000
1/1/2014 13:05:07,1.0620000e+000
1/1/2014 13:05:08,1.0620000e+000
1/1/2014 13:05:09,1.0470000e+000
1/1/2014 13:05:10,1.0370000e+000
1/1/2014 13:05:11,1.0400000e+000
1/1/2014 13:05:12,1.0370000e+000
1/1/2014 13:05:13,1.0400000e+000
1/1/2014 13:05:14,1.0310000e+000
1/1/2014 13:05:15,1.0370000e+000
1/1/2014 13:05:16,1.0310000e+000
1/1/2014 13:05:17,1.0370000e+000
1/1/2014 13:05:18,1.0250000e+000
1/1/2014 13:05:19,1.0560000e+000
1/1/2014 13:05:20,1.0560000e+000
1/1/2014 13:05:21,1.0780000e+000
1/1/2014 13:05:22,1.0710000e+000
1/1/2014 13:05:23,1.0780000e+000
1/1/2014 13:05:24,1.0370000e+000
1/1/2014 13:05:25,1.0310000e+000
1/1/2014 13:05:26,1.0060000e+000
1/1/2014 13:05:27,9.8100000e-001
1/1/2014 13:05:28,9.8100000e-001
1/1/2014 13:05:29,9.9100000e-001
1/1/2014 13:05:30,9.8100000e-001
1/1/2014 13:05:31,9.7200000e-001
1/1/2014 13:05:32,9.8800000e-001
1/1/2014 13:05:33,9.8800000e-001
1/1/2014 13:05:34,9.9100000e-001
1/1/2014 13:05:35,9.8800000e-001
1/1/2014 13:05:36,9.9100000e-001
1/1/2014 13:05:37,9.5700000e-001
1/1/2014 13:05:38,9.3200000e-001
1/1/2014 13:05:39,6.6100000e-001
1/1/2014 13:05:40,3.2000000e-001
1/1/2014 13:05:41,-1.3700000e-001
1/1/2014 13:05:42,-1.6800000e-001
1/1/2014 13:05:43,5.4000000e-001
1/1/2014 13:05:44,9.3200000e-001
1/1/2014 13:05:45,1.0470000e+000
1/1/2014 13:05:46,1.1060000e+000
1/1/2014 13:05:47,1.1210000e+000
1/1/2014 13:05:48,1.1460000e+000
1/1/2014 13:05:49,1.1520000e+000
1/1/2014 13:05:50,1.1770000e+000
1/1/2014 13:05:51,1.1770000e+000
1/1/2014 13:05:52,1.1860000e+000
1/1/2014 13:05:53,1.1770000e+000
1/1/2014 13:05:54,1.1930000e+000
1/1/2014 13:05:55,1.1860000e+000
1/1/2014 13:05:56,1.2020000e+000
1/1/2014 13:05:57,1.2110000e+000
1/1/2014 13:05:58,1.2200000e+000
1/1/2014 13:05:59,1.2360000e+000
1/1/2014 13:06:00,1.2670000e+000
1/1/2014 13:06:01,1.2920000e+000
1/1/2014 13:06:02,1.3230000e+000
1/1/2014 13:06:03,1.3570000e+000
1/1/2014 13:06:04,1.3510000e+000
1/1/2014 13:06:05,1.3630000e+000
1/1/2014 13:06:06,1.3350000e+000
1/1/2014 13:06:07,1.3010000e+000
1/1/2014 13:06:08,1.2580000e+000
1/1/2014 13:06:09,1.2170000e+000
1/1/2014 13:06:10,1.1610000e+000
1/1/2014 13:06:11,1.1300000e+000
1/1/2014 13:06:12,1.0870000e+000
1/1/2014 13:06:13,1.0710000e+000
1/1/2014 13:06:14,1.0500000e+000
1/1/2014 13:06:15,1.0470000e+000
1/1/2014 13:06:16,1.0310000e+000
1/1/2014 13:06:17,1.0370000e+000
1/1/2014 13:06:18,1.0160000e+000
1/1/2014 13:06:19,1.0250000e+000
1/1/2014 13:06:20,1.0120000e+000
1/1/2014 13:06:21,1.0160000e+000
1/1/2014 13:06:22,1.0060000e+000
1/1/2014 13:06:23,1.0120000e+000
1/1/2014 13:06:24,1.0160000e+000
1/1/2014 13:06:25,1.0060000e+000
1/1/2014 13:06:26,1.0160000e+000
1/1/2014 13:06:27,1.0310000e+000
1/1/2014 13:06:28,1.0400000e+000
1/1/2014 13:06:29,1.0500000e+000
1/1/2014 13:06:30,1.0620000e+000
1/1/2014 13:06:31,1.0370000e+000
1/1/2014 13:06:32,1.0310000e+000
1/1/2014 13:06:33,1.0060000e+000
1/1/2014 13:06:34,9.8800000e-001
1/1/2014 13:06:35,9.6000000e-001
1/1/2014 13:06:36,9.8100000e-001
1/1/2014 13:06:37,9.7200000e-001
1/1/2014 13:06:38,9.7500000e-001
1/1/2014 13:06:39,9.6600000e-001
1/1/2014 13:06:40,9.8800000e-001
1/1/2014 13:06:41,9.7500000e-001
1/1/2014 13:06:42,9.8100000e-001
1/1/2014 13:06:43,9.7200000e-001
1/1/2014 13:06:44,9.8100000e-001
1/1/2014 13:06:45,9.3500000e-001
1/1/2014 13:06:46,9.0700000e-001
1/1/2014 13:06:47,5.9600000e-001
1/1/2014 13:06:48,2.2400000e-001
1/1/2014 13:06:49,-1.6800000e-001
1/1/2014 13:06:50,8.4000000e-002
1/1/2014 13:06:51,6.5500000e-001
1/1/2014 13:06:52,9.5700000e-001
1/1/2014 13:06:53,1.0560000e+000
1/1/2014 13:06:54,1.0900000e+000
1/1/2014 13:06:55,1.1270000e+000
1/1/2014 13:06:56,1.1300000e+000
1/1/2014 13:06:57,1.1520000e+000
1/1/2014 13:06:58,1.1520000e+000
1/1/2014 13:06:59,1.1770000e+000
1/1/2014 13:07:00,1.1680000e+000
1/1/2014 13:07:01,1.1770000e+000
1/1/2014 13:07:02,1.1680000e+000
1/1/2014 13:07:03,1.1860000e+000
1/1/2014 13:07:04,1.1860000e+000
1/1/2014 13:07:05,1.2020000e+000
1/1/2014 13:07:06,1.2080000e+000
1/1/2014 13:07:07,1.2360000e+000
1/1/2014 13:07:08,1.2520000e+000
1/1/2014 13:07:09,1.2860000e+000
1/1/2014 13:07:10,1.3170000e+000
1/1/2014 13:07:11,1.3510000e+000
1/1/2014 13:07:12,1.3630000e+000
1/1/2014 13:07:13,1.3510000e+000
1/1/2014 13:07:14,1.3230000e+000
1/1/2014 13:07:15,1.2860000e+000
1/1/2014 13:07:16,1.2450000e+000
1/1/2014 13:07:17,1.1960000e+000
1/1/2014 13:07:18,1.1520000e+000
1/1/2014 13:07:19,1.1060000e+000
1/1/2014 13:07:20,1.0870000e+000
1/1/2014 13:07:21,1.0620000e+000
1/1/2014 13:07:22,1.0500000e+000
1/1/2014 13:07:23,1.0370000e+000
1/1/2014 13:07:24,1.0400000e+000
1/1/2014 13:07:25,1.0310000e+000
1/1/2014 13:07:26,1.0370000e+000
1/1/2014 13:07:27,1.0220000e+000
1/1/2014 13:07:28,1.0250000e+000
1/1/2014 13:07:29,1.0120000e+000
1/1/2014 13:07:30,1.0220000e+000
1/1/2014 13:07:31,1.0120000e+000
1/1/2014 13:07:32,1.0120000e+000
1/1/2014 13:07:33,1.0000000e+000
1/1/2014 13:07:34,1.0160000e+000
1/1/2014 13:07:35,1.0310000e+000
1/1/2014 13:07:36,1.0400000e+000
1/1/2014 13:07:37,1.0500000e+000
1/1/2014 13:07:38,1.0620000e+000
1/1/2014 13:07:39,1.0470000e+000
1/1/2014 13:07:40,1.0370000e+000
1/1/2014 13:07:41,1.0160000e+000
1/1/2014 13:07:42,9.9700000e-001
1/1/2014 13:07:43,9.7200000e-001
1/1/2014 13:07:44,9.6600000e-001
1/1/2014 13:07:45,9.8800000e-001
1/1/2014 13:07:46,9.7500000e-001
1/1/2014 13:07:47,9.7200000e-001
1/1/2014 13:07:48,9.8100000e-001
1/1/2014 13:07:49,9.8800000e-001
1/1/2014 13:07:50,9.8100000e-001
1/1/2014 13:07:51,9.8100000e-001
1/1/2014 13:07:52,9.7200000e-001
1/1/2014 13:07:53,9.4700000e-001
1/1/2014 13:07:54,8.9400000e-001
1/1/2014 13:07:55,5.9600000e-001
1/1/2014 13:07:56,2.3300000e-001
1/1/2014 13:07:57,-2.1100000e-001
1/1/2014 13:07:58,-2.4200000e-001
1/1/2014 13:07:59,5.0900000e-001
1/1/2014 13:08:00,9.2200000e-001
1/1/2014 13:08:01,1.0620000e+000
1/1/2014 13:08:02,1.1120000e+000
1/1/2014 13:08:03,1.1430000e+000
1/1/2014 13:08:04,1.1550000e+000
1/1/2014 13:08:05,1.1710000e+000
1/1/2014 13:08:06,1.1860000e+000
1/1/2014 13:08:07,1.1930000e+000
1/1/2014 13:08:08,1.2020000e+000
1/1/2014 13:08:09,1.1960000e+000
1/1/2014 13:08:10,1.2080000e+000
1/1/2014 13:08:11,1.2080000e+000
1/1/2014 13:08:12,1.2200000e+000
1/1/2014 13:08:13,1.2200000e+000
1/1/2014 13:08:14,1.2420000e+000
1/1/2014 13:08:15,1.2450000e+000
1/1/2014 13:08:16,1.2700000e+000
1/1/2014 13:08:17,1.2920000e+000
1/1/2014 13:08:18,1.3260000e+000
1/1/2014 13:08:19,1.3420000e+000
1/1/2014 13:08:20,1.3660000e+000
1/1/2014 13:08:21,1.3510000e+000
1/1/2014 13:08:22,1.3420000e+000
1/1/2014 13:08:24,1.2980000e+000
1/1/2014 13:08:25,1.2610000e+000
1/1/2014 13:08:26,1.2170000e+000
1/1/2014 13:08:27,1.1770000e+000
1/1/2014 13:08:28,1.1370000e+000
1/1/2014 13:08:29,1.1060000e+000
1/1/2014 13:08:30,1.0810000e+000
1/1/2014 13:08:31,1.0710000e+000
1/1/2014 13:08:32,1.0620000e+000
1/1/2014 13:08:33,1.0500000e+000
1/1/2014 13:08:34,1.0560000e+000
1/1/2014 13:08:35,1.0470000e+000
1/1/2014 13:08:36,1.0560000e+000
1/1/2014 13:08:37,1.0400000e+000
1/1/2014 13:08:38,1.0370000e+000
1/1/2014 13:08:39,1.0310000e+000
1/1/2014 13:08:40,1.0370000e+000
1/1/2014 13:08:41,1.0250000e+000
1/1/2014 13:08:42,1.0250000e+000
1/1/2014 13:08:43,1.0220000e+000
1/1/2014 13:08:44,1.0500000e+000
1/1/2014 13:08:45,1.0560000e+000
1/1/2014 13:08:46,1.0650000e+000
1/1/2014 13:08:47,1.0620000e+000
1/1/2014 13:08:48,1.0470000e+000
1/1/2014 13:08:49,1.0220000e+000
1/1/2014 13:08:50,1.0220000e+000
1/1/2014 13:08:51,9.9100000e-001
1/1/2014 13:08:52,9.7500000e-001
1/1/2014 13:08:53,9.8800000e-001
1/1/2014 13:08:54,9.8100000e-001
1/1/2014 13:08:55,9.9100000e-001
1/1/2014 13:08:56,9.7200000e-001
1/1/2014 13:08:57,9.9100000e-001
1/1/2014 13:08:58,9.8800000e-001
1/1/2014 13:08:59,9.9100000e-001
1/1/2014 13:09:00,9.8100000e-001
1/1/2014 13:09:01,9.8800000e-001
1/1/2014 13:09:02,9.3500000e-001
1/1/2014 13:09:03,8.6000000e-001
1/1/2014 13:09:04,5.0900000e-001
1/1/2014 13:09:05,1.1800000e-001
1/1/2014 13:09:06,-2.2700000e-001
1/1/2014 13:09:07,1.2400000e-001
1/1/2014 13:09:08,7.0500000e-001
1/1/2014 13:09:09,9.9700000e-001
1/1/2014 13:09:10,1.0710000e+000
1/1/2014 13:09:11,1.1150000e+000
1/1/2014 13:09:12,1.1300000e+000
1/1/2014 13:09:13,1.1520000e+000
1/1/2014 13:09:14,1.1610000e+000
1/1/2014 13:09:15,1.1770000e+000
1/1/2014 13:09:16,1.1770000e+000
1/1/2014 13:09:17,1.1930000e+000
1/1/2014 13:09:18,1.1860000e+000
1/1/2014 13:09:19,1.1960000e+000
1/1/2014 13:09:20,1.2020000e+000
1/1/2014 13:09:21,1.2080000e+000
1/1/2014 13:09:22,1.2170000e+000
1/1/2014 13:09:23,1.2270000e+000
1/1/2014 13:09:24,1.2450000e+000
1/1/2014 13:09:25,1.2670000e+000
1/1/2014 13:09:26,1.2980000e+000
1/1/2014 13:09:27,1.3260000e+000
1/1/2014 13:09:28,1.3570000e+000
1/1/2014 13:09:29,1.3510000e+000
1/1/2014 13:09:30,1.3420000e+000
1/1/2014 13:09:31,1.3110000e+000
1/1/2014 13:09:32,1.2830000e+000
1/1/2014 13:09:33,1.2360000e+000
1/1/2014 13:09:34,1.1960000e+000
1/1/2014 13:09:35,1.1520000e+000
1/1/2014 13:09:36,1.1270000e+000
1/1/2014 13:09:37,1.0900000e+000
1/1/2014 13:09:38,1.0780000e+000
1/1/2014 13:09:39,1.0560000e+000
1/1/2014 13:09:40,1.0560000e+000
1/1/2014 13:09:41,1.0370000e+000
1/1/2014 13:09:42,1.0400000e+000
1/1/2014 13:09:43,1.0250000e+000
1/1/2014 13:09:44,1.0370000e+000
1/1/2014 13:09:45,1.0310000e+000
1/1/2014 13:09:46,1.0220000e+000
1/1/2014 13:09:47,1.0250000e+000
1/1/2014 13:09:48,1.0120000e+000
1/1/2014 13:09:49,1.0220000e+000
1/1/2014 13:09:50,1.0120000e+000
1/1/2014 13:09:51,1.0160000e+000
1/1/2014 13:09:52,1.0310000e+000
1/1/2014 13:09:53,1.0400000e+000
1/1/2014 13:09:54,1.0370000e+000
1/1/2014 13:09:55,1.0620000e+000
1/1/2014 13:09:56,1.0470000e+000
1/1/2014 13:09:57,1.0310000e+000
1/1/2014 13:09:58,1.0160000e+000
1/1/2014 13:09:59,1.0060000e+000
1/1/2014 13:10:00,9.7200000e-001
1/1/2014 13:10:01,9.8100000e-001
1/1/2014 13:10:02,9.8100000e-001
1/1/2014 13:10:03,9.8800000e-001
1/1/2014 13:10:04,9.6600000e-001
1/1/2014 13:10:05,9.8800000e-001
1/1/2014 13:10:06,9.7500000e-001
1/1/2014 13:10:07,9.8800000e-001
1/1/2014 13:10:08,9.8100000e-001
1/1/2014 13:10:09,9.8800000e-001
1/1/2014 13:10:10,9.5700000e-001
1/1/2014 13:10:11,9.3200000e-001
1/1/2014 13:10:12,7.2700000e-001
1/1/2014 13:10:13,4.0100000e-001
1/1/2014 13:10:14,-7.8000000e-002
1/1/2014 13:10:15,-1.8600000e-001
1/1/2014 13:10:16,4.3500000e-001
1/1/2014 13:10:17,8.8200000e-001
1/1/2014 13:10:18,1.0370000e+000
1/1/2014 13:10:19,1.0870000e+000
1/1/2014 13:10:20,1.1210000e+000
1/1/2014 13:10:21,1.1370000e+000
1/1/2014 13:10:22,1.1520000e+000
1/1/2014 13:10:23,1.1610000e+000
1/1/2014 13:10:24,1.1770000e+000
1/1/2014 13:10:25,1.1770000e+000
1/1/2014 13:10:26,1.1860000e+000
1/1/2014 13:10:27,1.1930000e+000
1/1/2014 13:10:28,1.2020000e+000
1/1/2014 13:10:29,1.1960000e+000
1/1/2014 13:10:30,1.2110000e+000
1/1/2014 13:10:31,1.2170000e+000
1/1/2014 13:10:32,1.2360000e+000
1/1/2014 13:10:33,1.2520000e+000
1/1/2014 13:10:34,1.2860000e+000
1/1/2014 13:10:35,1.3110000e+000
1/1/2014 13:10:36,1.3480000e+000
1/1/2014 13:10:37,1.3630000e+000
